path,classification,stage,reason
src/act_agent/data/pipeline.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/analyze_adapter.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/analyze_baselines.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/compare_models.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/episode.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/gates.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/model_rollout.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/noise_analyze.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/__pycache__/stats.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evaluation/analyze_adapter.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/analyze_baselines.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/compare_models.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/episode.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/gates.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/model_rollout.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/noise_analyze.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evaluation/stats.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evidence/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evidence/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evidence/__pycache__/release.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evidence/__pycache__/verify.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evidence/__pycache__/warehouse_update.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/evidence/release.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evidence/verify.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/evidence/warehouse_update.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/external/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/mcp/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/preference/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/preference/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/preference/__pycache__/audit.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/preference/__pycache__/core.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/preference/__pycache__/generate.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/preference/__pycache__/materialize.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/preference/audit.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/preference/core.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/preference/generate.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/preference/materialize.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/reporting/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/reporting/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/reporting/__pycache__/dashboard.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/reporting/__pycache__/model_cards.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/reporting/__pycache__/release.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/reporting/dashboard.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/reporting/model_cards.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/reporting/release.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/safety/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/safety/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/safety/__pycache__/rtrace.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/safety/rtrace.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/security/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/standards/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/state/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/systems/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/systems/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/systems/__pycache__/cuda_probe.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/systems/__pycache__/serve_benchmark.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/systems/cuda_probe.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/systems/serve_benchmark.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/tasks/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/tasks/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/tasks/__pycache__/generator.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/tasks/__pycache__/qualify.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/tasks/generator.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/tasks/qualify.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/tools/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/tools/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/tools/__pycache__/local.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/tools/local.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/training/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/training/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/training/__pycache__/model_pilot.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/training/__pycache__/pairwise.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/training/__pycache__/preprocess.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/training/__pycache__/sft.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/training/model_pilot.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/training/pairwise.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/training/preprocess.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/training/sft.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/trajectories/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/trajectories/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/trajectories/__pycache__/generate.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/trajectories/generate.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/twin/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/twin/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/twin/__pycache__/core.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/twin/__pycache__/qualify.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/twin/__pycache__/seal.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/twin/core.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/twin/qualify.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/twin/seal.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/user/__init__.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
src/act_agent/user/__pycache__/__init__.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/user/__pycache__/core.cpython-312.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
src/act_agent/user/core.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
studies/desktop_study.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
studies/standards_mapping.md,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/__pycache__/test_analyze_adapter.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_compare_models.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_contract_matrix.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_core.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_episode.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_gates.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_noise_analyze.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_pairwise_objective.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_preference.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_preference_generate.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_preference_materialize.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_preference_noise.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_release_guard.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_run_resume.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_sft_mask.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_stats.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_tasks.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_trajectories.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/__pycache__/test_warehouse_update.cpython-312-pytest-9.1.1.pyc,LOCAL_ONLY,NO,"ignored tool cache, bytecode, or local runtime file"
tests/test_analyze_adapter.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_compare_models.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_contract_matrix.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_core.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_episode.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_gates.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_noise_analyze.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_pairwise_objective.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_preference.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_preference_generate.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_preference_materialize.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_preference_noise.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_release_guard.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_run_resume.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_sft_mask.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_stats.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_tasks.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_trajectories.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
tests/test_warehouse_update.py,INCLUDE_IN_RELEASE,YES,"canonical source, report, protocol, receipt, or evidence in release manifest"
